Borough,District,Building Code,Building Name,Building Enrollment (2016-2017 Blue Book),Building Capacity (2016-2017 Blue Book),School DBN,School Name,Building Usage Plans Not Yet At Scale in 2018-2019
Q,27,Q226,I.S. 226 - QUEENS,1613,1825,27Q226,J.H.S. 226 Virgil I. Grissom,
Q,27,Q226,I.S. 226 - QUEENS,1613,1825,27Q297,Hawtree Creek Middle School,
Q,27,Q226,I.S. 226 - QUEENS,1613,1825,27Q314,Epic High School - South,
Q,27,Q226,I.S. 226 - QUEENS,1613,1825,75Q233,P.S. Q233,
Q,27,Q400[16],AUGUST MARTIN HS - QUEENS,1046,1793,27Q261,Voyages Prep - South Queens,
Q,27,Q400,AUGUST MARTIN HS - QUEENS,1046,1793,27Q400,August Martin High School,
Q,27,Q400,AUGUST MARTIN HS - QUEENS,1046,1793,79M973,Restart Academy,
Q,27,Q400,AUGUST MARTIN HS - QUEENS,1046,1793,79Q950,Pathways to Graduation,
Q,27,Q400,AUGUST MARTIN HS - QUEENS,1046,1793,84Q320,New Visions Charter High School for Advanced Math and Science IV,
Q,27,Q400,AUGUST MARTIN HS - QUEENS,1046,1793,88Q995,ALC - August Martin HS,
Q,27,Q410[17],Beach Channel Educational Campus,1632,2786,27Q262,Channel View School for Research,Y
Q,27,Q410,Beach Channel Educational Campus,1632,2786,27Q324,Rockaway Park High School for Environmental Sustainability,Y
Q,27,Q410,Beach Channel Educational Campus,1632,2786,27Q351,Rockaway Collegiate High School,Y
Q,27,Q410,Beach Channel Educational Campus,1632,2786,75Q256,P.S. Q256,Y
Q,27,Q410,Beach Channel Educational Campus,1632,2786,79M973,Restart Academy,Y
Q,27,Q410,Beach Channel Educational Campus,1632,2786,79M984,LYFE,Y
Q,27,Q410,Beach Channel Educational Campus,1632,2786,84Q373,New Visions Charter High School for the Humanities IV,Y
Q,27,Q410,Beach Channel Educational Campus,1632,2786,88Q996,ALC - Beach Channel Educational Complex,Y
Q,27,Q465,FAR ROCKAWAY HS - Q,1697,1861,27Q260,Frederick Douglass Academy VI High School,
Q,27,Q465,FAR ROCKAWAY HS - Q,1697,1861,27Q282,Knowledge and Power Preparatory Academy VI,
Q,27,Q465,FAR ROCKAWAY HS - Q,1697,1861,27Q302,"Queens High School for Information, Research, and Technology",
Q,27,Q465,FAR ROCKAWAY HS - Q,1697,1861,27Q309,Academy of Medical Technology: A College Board School,
Q,27,Q465,FAR ROCKAWAY HS - Q,1697,1861,79M984,LYFE,
Q,27,Q465,FAR ROCKAWAY HS - Q,1697,1861,79Q950,Pathways to Graduation,
Q,28,Q008,J.H.S. 8 - QUEENS,1349,1514,28Q008,J.H.S. 008 Richard S. Grossley,
Q,28,Q008,J.H.S. 8 - QUEENS,1349,1514,28Q284,York Early College Academy,
Q,28,Q008,J.H.S. 8 - QUEENS,1349,1514,28Q287,The Emerson School,
Q,28,Q050,P.S. 50 - QUEENS,811,988,28Q050,P.S. 050 Talfourd Lawn Elementary School,
Q,28,Q080,P.S. 80 - QUEENS,525,690,28Q080,PS 80  The Thurgood Marshall Magnet School of Multimedia and Communication,
Q,28,Q140,P.S. 140 - QUEENS,452,724,28Q140,P.S. 140 Edward K Ellington,
Q,28,Q314,P.S./ I.S. 314 - Queens,488,732,28Q349,The Queens School for Leadership and Excellence,Y
Q,28,Q314,P.S./ I.S. 314 - Queens,488,732,28Q358,M.S. 358,Y
Q,28,Q314,P.S./ I.S. 314 - Queens,488,732,75Q277,The Riverview School,Y
Q,28,Q595,AUX. SERV. - JAMAICA LEARN CT - Q,476,674,28Q338,Queens Satellite High School for Opportunity,
Q,28,Q595,AUX. SERV. - JAMAICA LEARN CT - Q,476,674,79Q950,Pathways to Graduation,
Q,29,Q059[18],I.S. 59 - QUEENS,899,1285,29Q059,I.S. 059 Springfield Gardens,Y
Q,29,Q059,I.S. 59 - QUEENS,899,1285,84Q339,Success Academy Charter School - Springfield Gardens - New York 6,Y
Q,29,Q118,P.S. 118 - QUEENS,510,695,29Q118,P.S. 118 Lorraine Hansberry,
Q,29,Q134,P.S. 134 - QUEENS,416,684,29Q134,P.S. 134 Hollis,
Q,29,Q156,P.S. 156 - QUEENS,519,748,29Q156,P.S. 156 Laurelton,
Q,29,Q156,P.S. 156 - QUEENS,519,748,29Q289,Queens United Middle School,
Q,29,Q176,P.S. 176 - QUEENS,737,927,29Q176,P.S. 176 Cambria Heights,
Q,29,Q181,P.S. 181 - QUEENS,335,532,29Q181,P.S. 181 Brookfield,
Q,30,Q010,I.S. 10 - QUEENS,754,1047,30Q010,I.S. 010 Horace Greeley,
Q,30,Q076,P.S. 76 - QUEENS,578,748,30Q076,P.S. 076 William Hallet,
Q,30,Q076,P.S. 76 - QUEENS,578,748,75Q277,The Riverview School,
Q,30,Q126,I.S. 126 - QUEENS,776,1015,30Q126,Albert Shanker School for Visual and Performing Arts,
Q,30,Q126,I.S. 126 - QUEENS,776,1015,30Q300,The 30th Avenue School (G&T Citywide),
Q,30,Q126,I.S. 126 - QUEENS,776,1015,88Q997,ALC - I.S. 126,
Q,30,Q141,I.S. 141 - QUEENS,1120,1323,30Q141,I.S. 141 The Steinway,
Q,30,Q171,P.S. 171 - QUEENS,484,742,30Q171,P.S. 171 Peter G. Van Alst,
Q,30,Q312,P.S./.IS. 78 - QUEENS,385,575,30Q078,P.S./I.S. 78Q,
Q,30,Q312,P.S./.IS. 78 - QUEENS,385,575,30Q389,District 30 Pre-K Center,
Q,30,Q312,P.S./.IS. 78 - QUEENS,385,575,75Q277,The Riverview School,
Q,30,Q445,WILLIAM C. BRYANT HS - Q,2386,2574,30Q445,William Cullen Bryant High School,
Q,30,Q445,WILLIAM C. BRYANT HS - Q,2386,2574,79Q950,Pathways to Graduation,
R,31,R024,I.S. 24 - STATEN ISLAND,1343,1558,31R024,I.S. 024 Myra S. Barnes,
R,31,R024,I.S. 24 - STATEN ISLAND,1343,1558,75R721,The Richard H. Hungerford School,
R,31,R059,THE HARBOR VIEW SCHOOL - STATEN ISLAND,244,475,31R059,The Harbor View School,
R,31,R061[19],I.S. 61 - STATEN ISLAND,1061,1410,31R061,I.S. 061 William A Morris,
R,31,R061,I.S. 61 - STATEN ISLAND,1061,1410,75R025,South Richmond High School I.S./P.S. 25,
R,31,R066,ECC @1625 FOREST AVENUE - STATEN ISLAND,55,260,31R066,The Richmond Pre-K Center,Y
R,31,R066,ECC @1625 FOREST AVENUE - STATEN ISLAND,55,260,31R068,Port Richmond School for Visionary Learning,Y
R,31,R435,NEW DORP HS (NEW) - S. I.,3070,3321,31R440,New Dorp High School,
R,31,R435,NEW DORP HS (NEW) - S. I.,3070,3321,75R025,South Richmond High School I.S./P.S. 25,
R,31,R435,NEW DORP HS (NEW) - S. I.,3070,3321,75R721,The Richard H. Hungerford School,
R,31,R801,AUX. SERV - ST. GEORGE SCHOOL-S.I.,146,325,79Q950,Pathways to Graduation,
R,31,R801,AUX. SERV - ST. GEORGE SCHOOL-S.I.,146,325,88R971,ALC - ST. Marks Place,
K,32,K123,P.S. 123 - BROOKLYN,672,917,32K123,P.S. 123 Suydam,
K,32,K151,P.S. 151 - BROOKLYN,342,559,32K151,P.S. 151 Lyndon B. Johnson,
K,32,K299,P.S. 299 - BROOKLYN,304,505,32K299,P.S. 299 Thomas Warren Field,
K,32,K377,P.S. 377 - BROOKLYN,678,848,32K377,P.S. 377 Alejandrina B. De Gautier,Y
K,32,K377,P.S. 377 - BROOKLYN,678,848,84K784,Achievement First North Brooklyn Prep Charter School,Y
K,32,K865,SECOND OPPORTUNITY SCHOOL - K,284,573,32K556,Bushwick Leaders High School for Academic Excellence,
