"","dbn","latitude","longitude","postcode","accessibility","district","borough","school_name.x","year","total_enrollment","grade_pk_half_day_full_day","grade_k","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","female","female_1","male","male_1","asian","asian_1","black","black_1","hispanic","hispanic_1","multiple_race_categories","multiple_race_categories_1","white","white_1","students_with_disabilities","students_with_disabilities_1","english_language_learners","english_language_learners_1","poverty","poverty_1","economic_need_index","school_name.y","sharedbuilding","school_name"
"1018","21K572",NA,NA,NA,NA,NA,NA,"Expeditionary Learning School for Community Leader","2018-19","378","0","0","0","0","0","0","0","0","0","0","108","91","89","90","182","0.481","196","0.519","59","0.156","68","0.18","136","0.36","15","0.04","100","0.265","77","0.204","59","0.156","289","0.765","0.769",NA,NA,NA
"1019","21K620",NA,NA,NA,NA,NA,NA,"William E. Grady Career and Technical Education Hi","2018-19","412","0","0","0","0","0","0","0","0","0","0","132","141","66","73","96","0.233","316","0.767","19","0.046","230","0.558","102","0.248","12","0.029","49","0.119","159","0.386","28","0.068","363","0.881","0.791",NA,NA,NA
"1020","21K690",NA,NA,NA,NA,NA,NA,"Brooklyn Studio Secondary School","2018-19","929","0","0","0","0","0","0","0","115","110","113","182","152","114","143","458","0.493","471","0.507","202","0.217","37","0.04","271","0.292","18","0.019","401","0.432","187","0.201","149","0.16","713","0.767","0.722",NA,NA,NA
"1021","21K728",NA,NA,NA,NA,NA,NA,"Liberation Diploma Plus","2018-19","245","0","0","0","0","0","0","0","0","0","0","73","72","50","50","113","0.461","132","0.539","7","0.029","114","0.465","97","0.396","0","0.0","27","0.11","96","0.392","21","0.086","197","0.804","0.864",NA,NA,NA
"1022","21K840",NA,NA,NA,NA,NA,NA,"Brooklyn's Daily Discovery Pre-K Center","2018-19","264","264","0","0","0","0","0","0","0","0","0","0","0","0","0","132","0.5","132","0.5","58","0.22","6","0.023","73","0.277","3","0.011","124","0.47","36","0.136","0","0.0","161","0.61","0.687",NA,NA,NA
"1023","22K014",NA,NA,NA,NA,NA,NA,"J.H.S. 014 Shell Bank","2018-19","527","0","0","0","0","0","0","0","164","170","193","0","0","0","0","233","0.442","294","0.558","83","0.157","189","0.359","82","0.156","8","0.015","165","0.313","121","0.23","138","0.262","450","0.854","0.812",NA,NA,NA
"1024","22K052","40.58792","-73.940532","11235","Not Accessible","22","BROOKLYN","P.S. 052 Sheepshead Bay","2018-19","817","72","122","127","103","136","126","131","0","0","0","0","0","0","0","403","0.493","414","0.507","148","0.181","121","0.148","114","0.14","13","0.016","421","0.515","108","0.132","212","0.259","622","0.761","0.699","P.S. 52 Sheepshead Bay",NA,NA
"1025","22K078",NA,NA,NA,NA,NA,NA,"J.H.S. 078 Roy H. Mann","2018-19","569","0","0","0","0","0","0","0","189","194","186","0","0","0","0","261","0.459","308","0.541","38","0.067","375","0.659","61","0.107","17","0.03","78","0.137","137","0.241","36","0.063","423","0.743","0.628",NA,NA,NA
"1026","22K109","40.636455","-73.933582","11203","Fully Accessible","22","BROOKLYN","P.S. 109","2018-19","582","21","39","56","52","60","58","67","74","62","93","0","0","0","0","279","0.479","303","0.521","11","0.019","457","0.785","89","0.153","10","0.017","15","0.026","159","0.273","31","0.053","489","0.84","0.714","P.S. 109","1","P.S. 109 (22K109)"
"1027","22K119","40.625662","-73.938265","11210","Not Accessible","22","BROOKLYN","P.S. 119 Amersfort","2018-19","447","34","56","42","50","98","81","86","0","0","0","0","0","0","0","216","0.483","231","0.517","83","0.186","262","0.586","68","0.152","17","0.038","17","0.038","70","0.157","34","0.076","317","0.709","0.714","P.S. 119 Amersfort",NA,NA
"1028","22K134",NA,NA,NA,NA,NA,NA,"P.S. K134","2018-19","587","0","117","80","96","100","100","94","0","0","0","0","0","0","0","296","0.504","291","0.496","273","0.465","21","0.036","48","0.082","10","0.017","235","0.4","78","0.133","101","0.172","519","0.884","0.841",NA,NA,NA
"1029","22K139","40.641937","-73.965523","11226","Not Accessible","22","BROOKLYN","P.S. 139 Alexine A. Fenty","2018-19","949","69","136","159","147","148","129","161","0","0","0","0","0","0","0","455","0.479","494","0.521","184","0.194","229","0.241","397","0.418","34","0.036","105","0.111","163","0.172","142","0.15","748","0.788","0.721","P.S. 139 Alexine A. Fenty",NA,NA
"1030","22K152","40.632562","-73.954724","11210","Partially Accessible","22","BROOKLYN","School of Science & Technology","2018-19","655","36","95","89","102","112","111","110","0","0","0","0","0","0","0","322","0.492","333","0.508","50","0.076","379","0.579","185","0.282","10","0.015","31","0.047","133","0.203","110","0.168","497","0.759","0.79","School of Science & Technology",NA,NA
"1031","22K193","40.621507","-73.950473","11210","Not Accessible","22","BROOKLYN","P.S. 193 Gil Hodges","2018-19","703","17","89","115","98","129","115","140","0","0","0","0","0","0","0","347","0.494","356","0.506","118","0.168","293","0.417","98","0.139","53","0.075","141","0.201","145","0.206","133","0.189","505","0.718","0.635","P.S. 193 Gil Hodges",NA,NA
"1032","22K194","40.596757","-73.933499","11229","Not Accessible","22","BROOKLYN","P.S. 194 Raoul Wallenberg","2018-19","557","60","64","84","97","76","89","87","0","0","0","0","0","0","0","284","0.51","273","0.49","65","0.117","258","0.463","111","0.199","8","0.014","115","0.206","151","0.271","72","0.129","491","0.882","0.91","P.S. 194 Raoul Wallenberg",NA,NA
"1033","22K195","40.579451","-73.943819","11235","Partially Accessible","22","BROOKLYN","P.S. 195 Manhattan Beach","2018-19","484","17","70","77","82","87","77","74","0","0","0","0","0","0","0","242","0.5","242","0.5","13","0.027","6","0.012","8","0.017","6","0.012","451","0.932","32","0.066","79","0.163","143","0.295","0.28","P.S. 195 Manhattan Beach",NA,NA
"1034","22K197","40.612623","-73.951906","11210","Not Accessible","22","BROOKLYN","P.S. 197 - The Kings Highway Academy","2018-19","769","71","156","120","93","110","107","112","0","0","0","0","0","0","0","398","0.518","371","0.482","133","0.173","69","0.09","85","0.111","15","0.02","467","0.607","121","0.157","223","0.29","468","0.609","0.654","P.S. 197 The Kings Highway Academy",NA,NA
"1035","22K198","40.63694","-73.937339","11210","Partially Accessible","22","BROOKLYN","P.S. 198 Brooklyn","2018-19","408","35","67","61","60","58","68","59","0","0","0","0","0","0","0","205","0.502","203","0.498","12","0.029","338","0.828","42","0.103","10","0.025","6","0.015","84","0.206","6","0.015","330","0.809","0.745","P.S. 198 Brooklyn",NA,NA
"1036","22K203","40.621436","-73.925989","11234","Not Accessible","22","BROOKLYN","P.S. 203 Floyd Bennett School","2018-19","675","90","94","75","115","101","101","99","0","0","0","0","0","0","0","325","0.481","350","0.519","59","0.087","496","0.735","73","0.108","22","0.033","25","0.037","148","0.219","60","0.089","444","0.658","0.647","P.S. 203 Floyd Bennett School",NA,NA
"1037","22K206","40.597369","-73.948946","11229","Not Accessible","22","BROOKLYN","P.S. 206 Joseph F Lamb","2018-19","1518","0","169","184","178","170","222","187","145","143","120","0","0","0","0","772","0.509","746","0.491","710","0.468","25","0.016","154","0.101","25","0.016","604","0.398","178","0.117","361","0.238","1054","0.694","0.603","P.S. 206 Joseph F Lamb","0","P.S. 206 Joseph F Lamb (22K206)"
"1038","22K207","40.613353","-73.930129","11234","Not Accessible","22","BROOKLYN","P.S. 207 Elizabeth G. Leary","2018-19","1159","18","105","113","112","131","137","141","128","127","147","0","0","0","0","542","0.468","617","0.532","167","0.144","392","0.338","183","0.158","30","0.026","387","0.334","212","0.183","50","0.043","553","0.477","0.383","P.S. 207 Elizabeth G. Leary","0","P.S. 207 Elizabeth G. Leary (22K207)"
"1039","22K217","40.63398","-73.966558","11230","Partially Accessible","22","BROOKLYN","P.S. 217 Colonel David Marcus School","2018-19","1141","54","156","172","177","195","209","178","0","0","0","0","0","0","0","565","0.495","576","0.505","611","0.535","98","0.086","187","0.164","37","0.032","208","0.182","150","0.131","287","0.252","870","0.762","0.788","P.S. 217 Colonel David Marcus School",NA,NA
"1040","22K222","40.613317","-73.938871","11234","Partially Accessible","22","BROOKLYN","P.S. 222 Katherine R. Snyder","2018-19","888","0","125","148","149","146","158","162","0","0","0","0","0","0","0","414","0.466","474","0.534","191","0.215","122","0.137","159","0.179","26","0.029","390","0.439","199","0.224","93","0.105","461","0.519","0.399","P.S. 222 Katherine R. Snyder",NA,NA
"1041","22K234",NA,NA,NA,NA,NA,NA,"J.H.S. 234 Arthur W. Cunningham","2018-19","1768","0","0","0","0","0","0","0","548","579","641","0","0","0","0","886","0.501","882","0.499","421","0.238","291","0.165","260","0.147","36","0.02","760","0.43","273","0.154","175","0.099","1251","0.708","0.63",NA,NA,NA
"1042","22K236","40.615998","-73.912989","11234","Not Accessible","22","BROOKLYN","P.S. 236 Mill Basin","2018-19","559","41","85","85","86","96","87","79","0","0","0","0","0","0","0","283","0.506","276","0.494","59","0.106","108","0.193","82","0.147","32","0.057","278","0.497","78","0.14","37","0.066","252","0.451","0.335","P.S. 236 Mill Basin",NA,NA
"1043","22K240",NA,NA,NA,NA,NA,NA,"Andries Hudde","2018-19","689","0","0","0","0","0","0","0","211","241","237","0","0","0","0","326","0.473","363","0.527","112","0.163","396","0.575","111","0.161","12","0.017","58","0.084","141","0.205","117","0.17","567","0.823","0.752",NA,NA,NA
"1044","22K245","40.645016","-73.963208","11226","Partially Accessible","22","BROOKLYN","P.S. 245","2018-19","312","18","44","51","56","47","43","53","0","0","0","0","0","0","0","163","0.522","149","0.478","5","0.016","168","0.538","124","0.397","6","0.019","9","0.029","71","0.228","24","0.077","297","0.952","0.786","P.S. 245",NA,NA
"1045","22K251","40.632524","-73.924417","11234","Not Accessible","22","BROOKLYN","P.S. 251 Paerdegat","2018-19","478","47","57","62","74","79","77","82","0","0","0","0","0","0","0","248","0.519","230","0.481","12","0.025","358","0.749","69","0.144","13","0.027","26","0.054","90","0.188","33","0.069","365","0.764","0.776","P.S. 251 Paerdegat",NA,NA
"1046","22K254","40.590423","-73.951753","11235","Partially Accessible","22","BROOKLYN","P.S. 254 Dag Hammarskjold","2018-19","766","0","120","156","122","126","122","120","0","0","0","0","0","0","0","360","0.47","406","0.53","222","0.29","6","0.008","65","0.085","4","0.005","469","0.612","93","0.121","177","0.231","434","0.567","0.539","P.S. 254 Dag Hammarskjold",NA,NA
"1047","22K255","40.604349","-73.955528","11229","Not Accessible","22","BROOKLYN","P.S. 255 Barbara Reing School","2018-19","882","0","124","150","156","150","147","155","0","0","0","0","0","0","0","430","0.488","452","0.512","193","0.219","22","0.025","85","0.096","17","0.019","565","0.641","148","0.168","190","0.215","678","0.769","0.701","P.S. 255 Barbara Reing School",NA,NA
"1048","22K277","40.596145","-73.928793","11229","Not Accessible","22","BROOKLYN","P.S. 277 Gerritsen Beach","2018-19","433","35","60","61","61","68","76","72","0","0","0","0","0","0","0","208","0.48","225","0.52","67","0.155","10","0.023","52","0.12","7","0.016","297","0.686","90","0.208","28","0.065","213","0.492","0.365","P.S. 277 Gerritsen Beach",NA,NA
"1049","22K278",NA,NA,NA,NA,NA,NA,"J.H.S. 278 Marine Park","2018-19","1203","0","0","0","0","0","0","0","395","387","421","0","0","0","0","585","0.486","618","0.514","129","0.107","480","0.399","211","0.175","27","0.022","356","0.296","212","0.176","49","0.041","836","0.695","0.512",NA,NA,NA
"1050","22K312","40.621413","-73.908987","11234","Not Accessible","22","BROOKLYN","P.S. 312 Bergen Beach","2018-19","786","70","110","98","123","127","132","126","0","0","0","0","0","0","0","396","0.504","390","0.496","44","0.056","291","0.37","116","0.148","21","0.027","314","0.399","160","0.204","36","0.046","433","0.551","0.469","P.S. 312 Bergen Beach",NA,NA
"1051","22K315","40.633232","-73.954655","11210","Partially Accessible","22","BROOKLYN","P.S. K315","2018-19","650","36","93","103","95","91","131","101","0","0","0","0","0","0","0","326","0.502","324","0.498","59","0.091","350","0.538","175","0.269","18","0.028","48","0.074","154","0.237","100","0.154","570","0.877","0.805","P.S. 315",NA,NA
"1052","22K326","40.628659","-73.92793","11234","Not Accessible","22","BROOKLYN","P.S. 326","2018-19","170","32","44","52","42","0","0","0","0","0","0","0","0","0","0","85","0.5","85","0.5","30","0.176","101","0.594","25","0.147","8","0.047","6","0.035","35","0.206","47","0.276","123","0.724","0.693","P.S. 326",NA,NA
"1053","22K361","40.640066","-73.947253","11226","Not Accessible","22","BROOKLYN","P.S. 361 East Flatbush Early Childhood School","2018-19","639","47","82","120","94","85","94","117","0","0","0","0","0","0","0","303","0.474","336","0.526","27","0.042","479","0.75","102","0.16","3","0.005","28","0.044","149","0.233","136","0.213","505","0.79","0.808","P.S. 361 East Flatbush Early Childhood School",NA,NA
"1054","22K381",NA,NA,NA,NA,NA,NA,"I. S. 381","2018-19","255","0","0","0","0","0","0","0","100","63","92","0","0","0","0","127","0.498","128","0.502","30","0.118","142","0.557","47","0.184","7","0.027","29","0.114","48","0.188","33","0.129","195","0.765","0.719",NA,NA,NA
"1055","22K405",NA,NA,NA,NA,NA,NA,"Midwood High School","2018-19","4156","0","0","0","0","0","0","0","0","0","0","1084","1115","991","966","2322","0.559","1834","0.441","1453","0.35","1168","0.281","528","0.127","123","0.03","884","0.213","492","0.118","111","0.027","3055","0.735","0.632",NA,NA,NA
"1056","22K425",NA,NA,NA,NA,NA,NA,"James Madison High School","2018-19","3797","0","0","0","0","0","0","0","0","0","0","1162","1148","701","786","1608","0.423","2189","0.577","766","0.202","578","0.152","643","0.169","41","0.011","1769","0.466","594","0.156","519","0.137","2827","0.745","0.64",NA,NA,NA
"1057","22K535",NA,NA,NA,NA,NA,NA,"Leon M. Goldstein High School for the Sciences","2018-19","1057","0","0","0","0","0","0","0","0","0","0","302","247","270","238","589","0.557","468","0.443","303","0.287","72","0.068","94","0.089","13","0.012","575","0.544","176","0.167","5","0.005","480","0.454","0.432",NA,NA,NA
"1058","22K555",NA,NA,NA,NA,NA,NA,"Brooklyn College Academy","2018-19","660","0","0","0","0","0","0","0","0","0","0","186","166","150","158","422","0.639","238","0.361","63","0.095","455","0.689","76","0.115","39","0.059","27","0.041","93","0.141","4","0.006","469","0.711","0.554",NA,NA,NA
"1059","22K611",NA,NA,NA,NA,NA,NA,"Origins High School","2018-19","414","0","0","0","0","0","0","0","0","0","0","108","92","106","108","202","0.488","212","0.512","67","0.162","140","0.338","69","0.167","7","0.017","131","0.316","51","0.123","111","0.268","329","0.795","0.82",NA,NA,NA
"1060","22K630",NA,NA,NA,NA,NA,NA,"Professional Pathways High School","2018-19","210","0","0","0","0","0","0","0","0","0","0","25","59","61","65","94","0.448","116","0.552","22","0.105","54","0.257","70","0.333","4","0.019","60","0.286","44","0.21","8","0.038","162","0.771","0.719",NA,NA,NA
"1061","22K853",NA,NA,NA,NA,NA,NA,"The Joan Snow Pre-K Center","2018-19","274","274","0","0","0","0","0","0","0","0","0","0","0","0","0","113","0.412","161","0.588","109","0.398","79","0.288","37","0.135","3","0.011","46","0.168","61","0.223","0","0.0","158","0.577","0.634",NA,NA,NA
"1062","22K889","40.644469","-73.971032","11218","Fully Accessible","22","BROOKLYN","P.S. 889","2018-19","136","36","49","51","0","0","0","0","0","0","0","0","0","0","0","69","0.507","67","0.493","23","0.169","48","0.353","25","0.184","5","0.037","35","0.257","10","0.074","12","0.088","84","0.618","0.612","P.S. 889",NA,NA
"1063","22K890",NA,NA,NA,NA,NA,NA,"M.S. 890","2018-19","213","0","0","0","0","0","0","0","103","110","0","0","0","0","0","100","0.469","113","0.531","25","0.117","82","0.385","76","0.357","5","0.023","25","0.117","30","0.141","13","0.061","164","0.77","0.678",NA,NA,NA
"1064","23K041",NA,NA,NA,NA,NA,NA,"P.S. 041 Francis White","2018-19","402","0","25","42","44","41","49","39","50","48","64","0","0","0","0","183","0.455","219","0.545","3","0.007","239","0.595","134","0.333","19","0.047","7","0.017","112","0.279","25","0.062","390","0.97","0.95",NA,NA,NA
"1065","23K137","40.682458","-73.917088","11233","Not Accessible","23","BROOKLYN","P.S./I.S. 137 Rachel Jean Mitchell","2018-19","289","33","22","25","31","29","37","34","19","32","27","0","0","0","0","142","0.491","147","0.509","0","0.0","221","0.765","52","0.18","13","0.045","3","0.01","87","0.301","18","0.062","257","0.889","0.866","P.S./I.S. 137 Rachel Jean Mitchell",NA,NA
"1066","23K150",NA,NA,NA,NA,NA,NA,"P.S. 150 Christopher","2018-19","191","36","22","25","32","23","33","20","0","0","0","0","0","0","0","89","0.466","102","0.534","2","0.01","119","0.623","60","0.314","7","0.037","3","0.016","56","0.293","11","0.058","184","0.963","0.981",NA,NA,NA
"1067","23K155","40.677415","-73.908734","11233","Not Accessible","23","BROOKLYN","P.S./ I.S. 155 Nicholas Herkimer","2018-19","442","63","36","43","40","51","43","32","38","46","50","0","0","0","0","219","0.495","223","0.505","12","0.027","217","0.491","202","0.457","3","0.007","8","0.018","89","0.201","77","0.174","425","0.962","0.923","P.S./I.S. 155 Nicholas Herkimer","0","P.S./ I.S. 155 Nicholas Herkimer (23K155)"
"1068","23K156","40.665965","-73.918107","11212","Fully Accessible","23","BROOKLYN","P.S. 156 Waverly","2018-19","642","50","94","93","103","106","92","104","0","0","0","0","0","0","0","311","0.484","331","0.516","7","0.011","507","0.79","117","0.182","8","0.012","3","0.005","138","0.215","11","0.017","580","0.903","0.89","P.S. 156 Waverly",NA,NA
"1069","23K165","40.65744","-73.911053","11212","Not Accessible","23","BROOKLYN","P.S. 165 Ida Posner","2018-19","290","131","25","25","26","27","28","28","0","0","0","0","0","0","0","141","0.486","149","0.514","0","0.0","230","0.793","45","0.155","3","0.01","12","0.041","66","0.228","3","0.01","242","0.834","0.858","P.S. 165 Ida Posner",NA,NA
"1070","23K178","40.675024","-73.915778","11233","Not Accessible","23","BROOKLYN","P.S. 178 Saint Clair Mckelway","2018-19","338","73","25","22","23","24","41","22","39","37","32","0","0","0","0","175","0.518","163","0.482","9","0.027","259","0.766","50","0.148","8","0.024","12","0.036","58","0.172","20","0.059","286","0.846","0.888","P.S. 178 Saint Clair Mckelway","0","P.S. 178 Saint Clair Mckelway (23K178)"
"1071","23K184","40.659966","-73.904901","11212","Not Accessible","23","BROOKLYN","P.S. 184 Newport","2018-19","533","27","62","56","54","72","55","58","50","44","55","0","0","0","0","258","0.484","275","0.516","1","0.002","371","0.696","147","0.276","8","0.015","6","0.011","154","0.289","20","0.038","522","0.979","0.937","P.S. 184 Newport","0","P.S. 184 Newport (23K184)"
"1072","23K284","40.667377","-73.908214","11212","Not Accessible","23","BROOKLYN","The Gregory Jocko Jackson School of Sports, Art, a","2018-19","280","42","32","35","40","40","48","43","0","0","0","0","0","0","0","130","0.464","150","0.536","1","0.004","190","0.679","87","0.311","2","0.007","0","0.0","58","0.207","18","0.064","266","0.95","0.967","P.S. 284 Lew Wallace",NA,NA
"1073","23K298","40.670986","-73.908194","11212","Partially Accessible","23","BROOKLYN","P.S. 298 Dr. Betty Shabazz","2018-19","281","65","38","38","43","26","41","30","0","0","0","0","0","0","0","136","0.484","145","0.516","5","0.018","193","0.687","72","0.256","7","0.025","4","0.014","64","0.228","20","0.071","275","0.979","0.969","P.S. 298 Dr. Betty Shabazz",NA,NA
"1074","23K323","40.666545","-73.910904","11212","Not Accessible","23","BROOKLYN","P.S./I.S. 323","2018-19","614","66","47","56","59","55","47","67","74","76","67","0","0","0","0","343","0.559","271","0.441","15","0.024","467","0.761","120","0.195","6","0.01","6","0.01","121","0.197","31","0.05","576","0.938","0.929","P.S./I.S. 323",NA,NA
"1075","23K327","40.668475","-73.912351","11212","Partially Accessible","23","BROOKLYN","P.S. 327 Dr. Rose B. English","2018-19","292","70","36","35","35","38","33","45","0","0","0","0","0","0","0","147","0.503","145","0.497","6","0.021","189","0.647","78","0.267","13","0.045","6","0.021","77","0.264","20","0.068","282","0.966","0.927","P.S. 327 Dr. Rose B. English",NA,NA
"1076","23K363",NA,NA,NA,NA,NA,NA,"Brownsville Collaborative Middle School","2018-19","278","0","0","0","0","0","0","0","87","102","89","0","0","0","0","146","0.525","132","0.475","1","0.004","192","0.691","77","0.277","3","0.011","5","0.018","102","0.367","31","0.112","263","0.946","0.956",NA,NA,NA
"1077","23K392",NA,NA,NA,NA,NA,NA,"I.S. 392","2018-19","307","0","0","0","0","0","0","0","104","108","95","0","0","0","0","183","0.596","124","0.404","8","0.026","239","0.779","47","0.153","12","0.039","1","0.003","49","0.16","4","0.013","235","0.765","0.645",NA,NA,NA
"1078","23K401","40.672462","-73.906552","11212","Fully Accessible","23","BROOKLYN","Christopher Avenue Community School","2018-19","316","82","31","38","44","50","42","29","0","0","0","0","0","0","0","155","0.491","161","0.509","1","0.003","197","0.623","110","0.348","3","0.009","5","0.016","75","0.237","13","0.041","305","0.965","0.952","Christopher Avenue Community School",NA,NA
"1079","23K446","40.660204","-73.913933","11212","Not Accessible","23","BROOKLYN","Riverdale Avenue Community School","2018-19","389","78","49","42","50","55","62","53","0","0","0","0","0","0","0","197","0.506","192","0.494","6","0.015","293","0.753","73","0.188","6","0.015","11","0.028","86","0.221","24","0.062","362","0.931","0.887","Riverdale Avenue Community School",NA,NA
"1080","23K493",NA,NA,NA,NA,NA,NA,"Brooklyn Collegiate: A College Board School","2018-19","239","0","0","0","0","0","0","0","0","0","0","68","55","66","50","112","0.469","127","0.531","3","0.013","201","0.841","30","0.126","4","0.017","1","0.004","55","0.23","14","0.059","211","0.883","0.827",NA,NA,NA
"1081","23K514",NA,NA,NA,NA,NA,NA,"Frederick Douglass Academy VII High School","2018-19","153","0","0","0","0","0","0","0","0","0","0","51","41","24","37","69","0.451","84","0.549","3","0.02","129","0.843","19","0.124","2","0.013","0","0.0","50","0.327","6","0.039","136","0.889","0.861",NA,NA,NA
"1082","23K518",NA,NA,NA,NA,NA,NA,"Kappa V (Knowledge and Power Preparatory Academy)","2018-19","196","0","0","0","0","0","0","0","63","69","64","0","0","0","0","98","0.5","98","0.5","0","0.0","169","0.862","21","0.107","5","0.026","1","0.005","62","0.316","6","0.031","177","0.903","0.853",NA,NA,NA
"1083","23K522",NA,NA,NA,NA,NA,NA,"Mott Hall IV","2018-19","173","0","0","0","0","0","0","0","70","49","54","0","0","0","0","96","0.555","77","0.445","1","0.006","151","0.873","20","0.116","0","0.0","1","0.006","57","0.329","2","0.012","142","0.821","0.864",NA,NA,NA
"1084","23K599","40.680318","-73.910644","11233","Not Accessible","23","BROOKLYN","Brooklyn Landmark Elementary School","2018-19","386","45","64","57","47","63","65","45","0","0","0","0","0","0","0","187","0.484","199","0.516","9","0.023","289","0.749","83","0.215","2","0.005","3","0.008","64","0.166","11","0.028","294","0.762","0.797","Brooklyn Landmark Elementary School",NA,NA
"1085","23K643",NA,NA,NA,NA,NA,NA,"Brooklyn Democracy Academy","2018-19","217","0","0","0","0","0","0","0","0","0","0","38","61","48","70","91","0.419","126","0.581","2","0.009","172","0.793","36","0.166","5","0.023","2","0.009","56","0.258","8","0.037","171","0.788","0.812",NA,NA,NA
"1086","23K644",NA,NA,NA,NA,NA,NA,"Eagle Academy for Young Men II","2018-19","651","0","0","0","0","0","0","0","94","98","100","100","89","91","79","0","0.0","651","1.0","4","0.006","579","0.889","55","0.084","11","0.017","2","0.003","177","0.272","3","0.005","518","0.796","0.729",NA,NA,NA
"1087","23K647",NA,NA,NA,NA,NA,NA,"Metropolitan Diploma Plus High School","2018-19","227","0","0","0","0","0","0","0","0","0","0","74","61","46","46","109","0.48","118","0.52","1","0.004","179","0.789","40","0.176","4","0.018","3","0.013","84","0.37","7","0.031","210","0.925","0.866",NA,NA,NA
"1088","23K664",NA,NA,NA,NA,NA,NA,"Brooklyn Environmental Exploration School (BEES)","2018-19","102","0","0","0","0","0","0","0","34","36","32","0","0","0","0","55","0.539","47","0.461","1","0.01","73","0.716","24","0.235","1","0.01","3","0.029","40","0.392","8","0.078","94","0.922","0.922",NA,NA,NA
"1089","23K668",NA,NA,NA,NA,NA,NA,"Riverdale Avenue Middle School","2018-19","134","0","0","0","0","0","0","0","46","48","40","0","0","0","0","58","0.433","76","0.567","5","0.037","97","0.724","25","0.187","6","0.045","1","0.007","44","0.328","11","0.082","132","0.985","0.922",NA,NA,NA
"1090","23K671",NA,NA,NA,NA,NA,NA,"Mott Hall Bridges Academy","2018-19","199","0","0","0","0","0","0","0","78","67","54","0","0","0","0","100","0.503","99","0.497","2","0.01","165","0.829","29","0.146","1","0.005","2","0.01","62","0.312","3","0.015","184","0.925","0.92",NA,NA,NA
"1091","23K697",NA,NA,NA,NA,NA,NA,"Teachers Preparatory High School","2018-19","205","0","0","0","0","0","0","0","0","0","16","40","38","51","60","101","0.493","104","0.507","4","0.02","161","0.785","32","0.156","1","0.005","7","0.034","81","0.395","19","0.093","191","0.932","0.89",NA,NA,NA
"1092","24Q005",NA,NA,NA,NA,NA,NA,"I.S. 5 - The Walter Crowley Intermediate School","2018-19","1788","0","0","0","0","0","0","0","611","571","606","0","0","0","0","833","0.466","955","0.534","718","0.402","32","0.018","989","0.553","18","0.01","31","0.017","343","0.192","320","0.179","1345","0.752","0.765",NA,NA,NA
"1093","24Q007","40.739115","-73.882487","11373","Fully Accessible","24","QUEENS","P.S. 007 Louis F. Simeone","2018-19","1375","47","217","232","218","222","218","221","0","0","0","0","0","0","0","656","0.477","719","0.523","835","0.607","4","0.003","482","0.351","8","0.006","46","0.033","169","0.123","540","0.393","1128","0.82","0.755","P.S. 007 Louis F. Simeone",NA,NA
"1094","24Q012",NA,NA,NA,NA,NA,NA,"P.S. 012 James B. Colgate","2018-19","1157","0","195","188","187","191","210","186","0","0","0","0","0","0","0","545","0.471","612","0.529","637","0.551","1","0.001","471","0.407","11","0.01","37","0.032","174","0.15","350","0.303","1001","0.865","0.741",NA,NA,NA
"1095","24Q013",NA,NA,NA,NA,NA,NA,"P.S. 013 Clement C. Moore","2018-19","1515","0","230","237","254","258","281","255","0","0","0","0","0","0","0","756","0.499","759","0.501","451","0.298","125","0.083","848","0.56","25","0.017","66","0.044","222","0.147","449","0.296","1100","0.726","0.767",NA,NA,NA
"1096","24Q014",NA,NA,NA,NA,NA,NA,"P.S. 014 Fairview","2018-19","1574","0","189","216","248","310","287","324","0","0","0","0","0","0","0","807","0.513","767","0.487","91","0.058","35","0.022","1411","0.896","10","0.006","27","0.017","286","0.182","539","0.342","1286","0.817","0.858",NA,NA,NA
"1097","24Q016",NA,NA,NA,NA,NA,NA,"P.S. Q016 The Nancy DeBenedittis School","2018-19","1509","0","163","182","218","345","309","292","0","0","0","0","0","0","0","742","0.492","767","0.508","112","0.074","1","0.001","1369","0.907","6","0.004","21","0.014","293","0.194","680","0.451","1283","0.85","0.882",NA,NA,NA
"1098","24Q019",NA,NA,NA,NA,NA,NA,"P.S. 019 Marino Jeantet","2018-19","1889","0","319","322","299","301","335","313","0","0","0","0","0","0","0","924","0.489","965","0.511","95","0.05","8","0.004","1767","0.935","6","0.003","13","0.007","398","0.211","1049","0.555","1669","0.884","0.859",NA,NA,NA
"1099","24Q028","40.747126","-73.854824","11368","Fully Accessible","24","QUEENS","P.S. 28 - The Thomas Emanuel Early Childhood Cente","2018-19","473","11","158","152","152","0","0","0","0","0","0","0","0","0","0","256","0.541","217","0.459","30","0.063","0","0.0","439","0.928","2","0.004","2","0.004","95","0.201","300","0.634","374","0.791","0.825","P.S. 28 The Thomas Emanuel Early Childhood Center",NA,NA
"1100","24Q049",NA,NA,NA,NA,NA,NA,"P.S. 049 Dorothy Bonawit Kole","2018-19","1204","0","123","133","131","125","132","136","142","138","144","0","0","0","0","595","0.494","609","0.506","234","0.194","13","0.011","285","0.237","21","0.017","651","0.541","192","0.159","79","0.066","611","0.507","0.347",NA,NA,NA
