"","dbn","latitude","longitude","postcode","accessibility","district","borough","school_name.x","year","total_enrollment","grade_pk_half_day_full_day","grade_k","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","female","female_1","male","male_1","asian","asian_1","black","black_1","hispanic","hispanic_1","multiple_race_categories","multiple_race_categories_1","white","white_1","students_with_disabilities","students_with_disabilities_1","english_language_learners","english_language_learners_1","poverty","poverty_1","economic_need_index","school_name.y","sharedbuilding","school_name"
"1101","24Q058","40.728735","-73.890699","11378","Fully Accessible","24","QUEENS","P.S. 58 - The School of Heroes","2018-19","1024","36","146","134","151","134","145","144","134","0","0","0","0","0","0","507","0.495","517","0.505","411","0.401","6","0.006","407","0.397","14","0.014","186","0.182","144","0.141","126","0.123","749","0.731","0.572","P.S. 58 The School of Heroes",NA,NA
"1102","24Q061",NA,NA,NA,NA,NA,NA,"I.S. 061 Leonardo Da Vinci","2018-19","2251","0","0","0","0","0","0","0","716","773","762","0","0","0","0","1030","0.458","1221","0.542","134","0.06","57","0.025","2008","0.892","8","0.004","44","0.02","469","0.208","720","0.32","2090","0.928","0.848",NA,NA,NA
"1103","24Q068","40.696556","-73.897405","11385","Partially Accessible","24","QUEENS","P.S. 068 Cambridge","2018-19","597","53","86","90","69","94","81","124","0","0","0","0","0","0","0","282","0.472","315","0.528","19","0.032","10","0.017","522","0.874","3","0.005","43","0.072","121","0.203","80","0.134","389","0.652","0.705","P.S. 68 Cambridge",NA,NA
"1104","24Q071","40.711203","-73.905286","11385","Not Accessible","24","QUEENS","P.S. 071 Forest","2018-19","700","60","117","112","90","100","93","128","0","0","0","0","0","0","0","343","0.49","357","0.51","34","0.049","6","0.009","376","0.537","40","0.057","244","0.349","122","0.174","108","0.154","593","0.847","0.692","P.S. 71 Forest",NA,NA
"1105","24Q073",NA,NA,NA,NA,NA,NA,"I.S. 73 - The Frank Sansivieri Intermediate School","2018-19","1971","0","0","0","0","0","0","0","605","674","692","0","0","0","0","912","0.463","1059","0.537","573","0.291","15","0.008","1143","0.58","11","0.006","229","0.116","382","0.194","267","0.135","1302","0.661","0.676",NA,NA,NA
"1106","24Q077",NA,NA,NA,NA,NA,NA,"I.S. 077","2018-19","928","0","0","0","0","0","0","0","263","319","346","0","0","0","0","455","0.49","473","0.51","88","0.095","18","0.019","734","0.791","3","0.003","85","0.092","266","0.287","192","0.207","835","0.9","0.799",NA,NA,NA
"1107","24Q081","40.703765","-73.912344","11385","Not Accessible","24","QUEENS","P.S. 81Q Jean Paul Richter","2018-19","643","46","88","97","98","92","103","119","0","0","0","0","0","0","0","310","0.482","333","0.518","34","0.053","12","0.019","544","0.846","4","0.006","49","0.076","174","0.271","171","0.266","511","0.795","0.843","P.S. 81 Jean Paul Richter",NA,NA
"1108","24Q087","40.711815","-73.871238","11379","Fully Accessible","24","QUEENS","P.S./I.S. 087 Middle Village","2018-19","617","71","61","65","55","51","54","70","56","55","79","0","0","0","0","296","0.48","321","0.52","30","0.049","12","0.019","341","0.553","11","0.018","223","0.361","136","0.22","55","0.089","345","0.559","0.51","P.S./I.S. 87 Middle Village","0","P.S./I.S. 087 Middle Village (24Q087)"
"1109","24Q088","40.703779","-73.896374","11385","Partially Accessible","24","QUEENS","P.S. 088 Seneca","2018-19","862","36","115","125","128","139","162","157","0","0","0","0","0","0","0","394","0.457","468","0.543","68","0.079","15","0.017","425","0.493","15","0.017","339","0.393","157","0.182","133","0.154","645","0.748","0.646","P.S. 88 Seneca",NA,NA
"1110","24Q089",NA,NA,NA,NA,NA,NA,"P.S. 089 Elmhurst","2018-19","1810","0","250","289","298","322","332","319","0","0","0","0","0","0","0","918","0.507","892","0.493","405","0.224","1","0.001","1346","0.744","18","0.01","40","0.022","267","0.148","796","0.44","1370","0.757","0.793",NA,NA,NA
"1111","24Q091","40.703661","-73.885107","11385","Fully Accessible","24","QUEENS","P.S. 091 Richard Arkwright","2018-19","737","79","118","115","113","116","99","97","0","0","0","0","0","0","0","362","0.491","375","0.509","23","0.031","15","0.02","378","0.513","4","0.005","317","0.43","135","0.183","81","0.11","477","0.647","0.529","P.S. 91 Richard Arkwright",NA,NA
"1112","24Q093",NA,NA,NA,NA,NA,NA,"I.S. 093 Ridgewood","2018-19","1124","0","0","0","0","0","0","0","382","384","358","0","0","0","0","551","0.49","573","0.51","85","0.076","28","0.025","810","0.721","8","0.007","193","0.172","249","0.222","153","0.136","1008","0.897","0.74",NA,NA,NA
"1113","24Q102","40.733514","-73.877857","11373","Partially Accessible","24","QUEENS","P.S. 102 Bayview","2018-19","1303","40","126","130","113","131","155","173","148","141","146","0","0","0","0","629","0.483","674","0.517","792","0.608","40","0.031","415","0.318","17","0.013","39","0.03","172","0.132","173","0.133","1088","0.835","0.668","P.S. 102 Bayview",NA,NA
"1114","24Q110",NA,NA,NA,NA,NA,NA,"P.S. 110","2018-19","894","0","168","178","176","187","131","54","0","0","0","0","0","0","0","451","0.504","443","0.496","68","0.076","3","0.003","817","0.914","2","0.002","4","0.004","172","0.192","373","0.417","818","0.915","0.875",NA,NA,NA
"1115","24Q113",NA,NA,NA,NA,NA,NA,"P.S./I.S. 113 Anthony J. Pranzo","2018-19","884","36","88","96","90","85","95","89","105","100","100","0","0","0","0","439","0.497","445","0.503","54","0.061","14","0.016","366","0.414","10","0.011","440","0.498","134","0.152","53","0.06","410","0.464","0.327",NA,NA,NA
"1116","24Q119",NA,NA,NA,NA,NA,NA,"I.S. 119 The Glendale","2018-19","1275","0","88","111","103","116","120","118","226","219","174","0","0","0","0","649","0.509","626","0.491","345","0.271","25","0.02","377","0.296","27","0.021","501","0.393","116","0.091","32","0.025","936","0.734","0.465",NA,NA,NA
"1117","24Q125",NA,NA,NA,NA,NA,NA,"I.S. 125 Thom J. McCann Woodside","2018-19","1509","0","0","0","0","0","0","0","374","565","570","0","0","0","0","735","0.487","774","0.513","588","0.39","29","0.019","803","0.532","10","0.007","79","0.052","250","0.166","251","0.166","1113","0.738","0.773",NA,NA,NA
"1118","24Q128",NA,NA,NA,NA,NA,NA,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen","2018-19","952","0","82","78","110","98","100","124","129","132","99","0","0","0","0","478","0.502","474","0.498","37","0.039","6","0.006","188","0.197","6","0.006","715","0.751","129","0.136","32","0.034","254","0.267","0.233",NA,NA,NA
"1119","24Q143",NA,NA,NA,NA,NA,NA,"P.S. 143 Louis Armstrong","2018-19","1346","0","225","191","193","249","239","249","0","0","0","0","0","0","0","665","0.494","681","0.506","53","0.039","12","0.009","1261","0.937","7","0.005","13","0.01","308","0.229","777","0.577","1268","0.942","0.885",NA,NA,NA
"1120","24Q153","40.716609","-73.903669","11378","Partially Accessible","24","QUEENS","P.S. 153 Maspeth Elem","2018-19","1126","50","130","141","183","157","174","170","121","0","0","0","0","0","0","525","0.466","601","0.534","119","0.106","9","0.008","510","0.453","17","0.015","471","0.418","203","0.18","111","0.099","724","0.643","0.535","P.S. 153 Maspeth Elem",NA,NA
"1121","24Q199","40.740088","-73.926214","11104","Not Accessible","24","QUEENS","P.S. 199 Maurice A. Fitzgerald","2018-19","801","83","111","94","100","115","122","176","0","0","0","0","0","0","0","379","0.473","422","0.527","258","0.322","16","0.02","459","0.573","16","0.02","52","0.065","142","0.177","255","0.318","542","0.677","0.732","P.S. 199 Maurice A. Fitzgerald",NA,NA
"1122","24Q211",NA,NA,NA,NA,NA,NA,"Elm Tree Elementary School","2018-19","517","36","168","88","67","62","54","42","0","0","0","0","0","0","0","259","0.501","258","0.499","32","0.062","17","0.033","453","0.876","3","0.006","12","0.023","115","0.222","211","0.408","483","0.934","0.848",NA,NA,NA
"1123","24Q229","40.734294","-73.897557","11377","Partially Accessible","24","QUEENS","P.S. 229 Emanuel Kaplan","2018-19","1421","36","194","228","237","243","250","233","0","0","0","0","0","0","0","676","0.476","745","0.524","520","0.366","29","0.02","583","0.41","9","0.006","280","0.197","277","0.195","110","0.077","991","0.697","0.541","P.S. 229 Emanuel Kaplan",NA,NA
"1124","24Q236",NA,NA,NA,NA,NA,NA,"International High School for Health Sciences","2018-19","273","0","0","0","0","0","0","0","0","0","0","49","79","63","82","141","0.516","132","0.484","63","0.231","12","0.044","177","0.648","3","0.011","18","0.066","9","0.033","204","0.747","248","0.908","0.961",NA,NA,NA
"1125","24Q239","40.699149","-73.903799","11385","Fully Accessible","24","QUEENS","P.S. 239","2018-19","539","53","73","73","79","88","86","87","0","0","0","0","0","0","0","256","0.475","283","0.525","82","0.152","11","0.02","409","0.759","2","0.004","35","0.065","113","0.21","131","0.243","466","0.865","0.826","P.S. 239",NA,NA
"1126","24Q264",NA,NA,NA,NA,NA,NA,"Academy of Finance and Enterprise","2018-19","649","0","0","0","0","0","0","0","0","0","0","159","181","160","149","340","0.524","309","0.476","163","0.251","29","0.045","329","0.507","27","0.042","101","0.156","83","0.128","37","0.057","524","0.807","0.679",NA,NA,NA
"1127","24Q267",NA,NA,NA,NA,NA,NA,"High School of Applied Communication","2018-19","407","0","0","0","0","0","0","0","0","0","0","122","131","72","82","197","0.484","210","0.516","59","0.145","33","0.081","251","0.617","11","0.027","53","0.13","70","0.172","28","0.069","304","0.747","0.67",NA,NA,NA
"1128","24Q290","40.713022","-73.908306","11385","Fully Accessible","24","QUEENS","A.C.E. Academy for Scholars at the Geraldine Ferra","2018-19","588","36","90","92","113","97","84","76","0","0","0","0","0","0","0","288","0.49","300","0.51","93","0.158","17","0.029","287","0.488","21","0.036","170","0.289","60","0.102","56","0.095","382","0.65","0.531","A.C.E. Academy for Scholars at the Geraldine Ferraro Campus",NA,NA
"1129","24Q293",NA,NA,NA,NA,NA,NA,"Civic Leadership Academy","2018-19","593","0","0","0","0","0","0","0","0","0","0","202","160","125","106","318","0.536","275","0.464","78","0.132","29","0.049","409","0.69","41","0.069","36","0.061","118","0.199","39","0.066","451","0.761","0.76",NA,NA,NA
"1130","24Q296",NA,NA,NA,NA,NA,NA,"Pan American International High School","2018-19","423","0","0","0","0","0","0","0","0","0","0","69","88","122","144","189","0.447","234","0.553","0","0.0","1","0.002","419","0.991","2","0.005","1","0.002","12","0.028","356","0.842","356","0.842","0.963",NA,NA,NA
"1131","24Q299",NA,NA,NA,NA,NA,NA,"Bard High School Early College Queens","2018-19","643","0","0","0","0","0","0","0","0","0","0","183","167","153","140","396","0.616","247","0.384","230","0.358","66","0.103","121","0.188","18","0.028","208","0.323","34","0.053","1","0.002","274","0.426","0.404",NA,NA,NA
"1132","24Q305","40.707121","-73.914998","11385","Fully Accessible","24","QUEENS","Learners and Leaders","2018-19","592","32","96","107","121","72","79","85","0","0","0","0","0","0","0","282","0.476","310","0.524","46","0.078","12","0.02","452","0.764","6","0.01","76","0.128","145","0.245","133","0.225","500","0.845","0.774","Learners and Leaders",NA,NA
"1133","24Q307",NA,NA,NA,NA,NA,NA,"Pioneer Academy","2018-19","899","0","149","163","155","144","147","141","0","0","0","0","0","0","0","448","0.498","451","0.502","21","0.023","8","0.009","856","0.952","4","0.004","10","0.011","209","0.232","339","0.377","854","0.95","0.864",NA,NA,NA
"1134","24Q311",NA,NA,NA,NA,NA,NA,"Corona Arts & Sciences Academy","2018-19","761","0","0","0","0","0","0","0","162","315","284","0","0","0","0","390","0.512","371","0.488","10","0.013","14","0.018","733","0.963","2","0.003","2","0.003","152","0.2","175","0.23","737","0.968","0.886",NA,NA,NA
"1135","24Q330",NA,NA,NA,NA,NA,NA,"Helen M. Marshall School","2018-19","561","0","82","80","63","67","141","128","0","0","0","0","0","0","0","284","0.506","277","0.494","36","0.064","21","0.037","497","0.886","3","0.005","4","0.007","118","0.21","168","0.299","523","0.932","0.865",NA,NA,NA
"1136","24Q331",NA,NA,NA,NA,NA,NA,"Mosaic Pre-K Center","2018-19","891","891","0","0","0","0","0","0","0","0","0","0","0","0","0","464","0.521","427","0.479","182","0.204","19","0.021","627","0.704","9","0.01","54","0.061","66","0.074","0","0.0","637","0.715","0.726",NA,NA,NA
"1137","24Q343","40.742572","-73.922603","11104","Fully Accessible","24","QUEENS","The Children's Lab School","2018-19","423","18","75","73","92","86","79","0","0","0","0","0","0","0","0","207","0.489","216","0.511","120","0.284","0","0.0","244","0.577","6","0.014","53","0.125","91","0.215","124","0.293","349","0.825","0.749","The Children's Lab School",NA,NA
"1138","24Q455",NA,NA,NA,NA,NA,NA,"Newtown High School","2018-19","1805","0","0","0","0","0","0","0","0","0","0","504","481","372","448","696","0.386","1109","0.614","459","0.254","144","0.08","1075","0.596","41","0.023","86","0.048","249","0.138","432","0.239","1373","0.761","0.788",NA,NA,NA
"1139","24Q485",NA,NA,NA,NA,NA,NA,"Grover Cleveland High School","2018-19","1715","0","0","0","0","0","0","0","0","0","0","461","490","371","393","751","0.438","964","0.562","172","0.1","100","0.058","1090","0.636","41","0.024","312","0.182","329","0.192","299","0.174","1206","0.703","0.742",NA,NA,NA
"1140","24Q520",NA,NA,NA,NA,NA,NA,"Middle College High School at LaGuardia Community","2018-19","508","0","0","0","0","0","0","0","0","0","0","116","119","110","163","270","0.531","238","0.469","41","0.081","13","0.026","414","0.815","3","0.006","37","0.073","86","0.169","6","0.012","354","0.697","0.725",NA,NA,NA
"1141","24Q530",NA,NA,NA,NA,NA,NA,"International High School at LaGuardia Community C","2018-19","507","0","0","0","0","0","0","0","0","0","0","127","104","117","159","268","0.529","239","0.471","117","0.231","13","0.026","327","0.645","2","0.004","48","0.095","9","0.018","330","0.651","339","0.669","0.862",NA,NA,NA
"1142","24Q550",NA,NA,NA,NA,NA,NA,"High School for Arts and Business","2018-19","784","0","0","0","0","0","0","0","0","0","0","256","199","158","171","415","0.529","369","0.471","69","0.088","59","0.075","597","0.761","18","0.023","41","0.052","127","0.162","78","0.099","536","0.684","0.726",NA,NA,NA
"1143","24Q560",NA,NA,NA,NA,NA,NA,"Robert F. Wagner, Jr. Secondary School for Arts an","2018-19","649","0","0","0","0","0","0","0","46","53","59","118","121","132","120","296","0.456","353","0.544","148","0.228","35","0.054","350","0.539","13","0.02","103","0.159","108","0.166","18","0.028","474","0.73","0.581",NA,NA,NA
"1144","24Q585",NA,NA,NA,NA,NA,NA,"Maspeth High School","2018-19","1212","0","0","0","0","0","0","0","0","0","0","292","414","259","247","599","0.494","613","0.506","211","0.174","20","0.017","562","0.464","84","0.069","335","0.276","191","0.158","36","0.03","666","0.55","0.54",NA,NA,NA
"1145","24Q600",NA,NA,NA,NA,NA,NA,"Queens Technical High School","2018-19","1522","0","0","0","0","0","0","0","0","0","0","449","537","321","215","587","0.386","935","0.614","145","0.095","77","0.051","1215","0.798","4","0.003","81","0.053","273","0.179","111","0.073","1301","0.855","0.746",NA,NA,NA
"1146","24Q610",NA,NA,NA,NA,NA,NA,"Aviation Career & Technical Education High School","2018-19","2088","0","0","0","0","0","0","0","0","0","0","563","459","427","639","416","0.199","1672","0.801","769","0.368","83","0.04","960","0.46","83","0.04","193","0.092","293","0.14","60","0.029","1281","0.614","0.652",NA,NA,NA
"1147","24Q744",NA,NA,NA,NA,NA,NA,"VOYAGES Preparatory","2018-19","239","0","0","0","0","0","0","0","0","0","0","239","0","0","0","80","0.335","159","0.665","19","0.079","32","0.134","173","0.724","6","0.025","9","0.038","23","0.096","10","0.042","164","0.686","0.675",NA,NA,NA
"1148","25Q020","40.758689","-73.824832","11355","Partially Accessible","25","QUEENS","P.S. 020 John Bowne","2018-19","1213","91","165","210","211","164","187","185","0","0","0","0","0","0","0","571","0.471","642","0.529","864","0.712","47","0.039","258","0.213","11","0.009","33","0.027","154","0.127","408","0.336","1080","0.89","0.796","P.S. 20 John Bowne",NA,NA
"1149","25Q021","40.774512","-73.819284","11354","Partially Accessible","25","QUEENS","P.S. 021 Edward Hart","2018-19","1346","88","185","196","218","197","236","226","0","0","0","0","0","0","0","661","0.491","685","0.509","850","0.632","13","0.01","400","0.297","15","0.011","68","0.051","151","0.112","334","0.248","1024","0.761","0.652","P.S. 21 Edward Hart",NA,NA
"1150","25Q022","40.761249","-73.811808","11355","Not Accessible","25","QUEENS","P.S. 022 Thomas Jefferson","2018-19","915","36","145","154","153","148","147","132","0","0","0","0","0","0","0","444","0.485","471","0.515","579","0.633","9","0.01","284","0.31","16","0.017","27","0.03","101","0.11","425","0.464","818","0.894","0.767","P.S. 22 Thomas Jefferson",NA,NA
"1151","25Q024",NA,NA,NA,NA,NA,NA,"P.S. 024 Andrew Jackson","2018-19","1046","36","154","152","153","151","197","203","0","0","0","0","0","0","0","481","0.46","565","0.54","886","0.847","19","0.018","113","0.108","13","0.012","15","0.014","120","0.115","392","0.375","689","0.659","0.689",NA,NA,NA
"1152","25Q025",NA,NA,NA,NA,NA,NA,"I.S. 025 Adrien Block","2018-19","1053","0","0","0","0","0","0","0","347","357","349","0","0","0","0","476","0.452","577","0.548","585","0.556","20","0.019","243","0.231","17","0.016","188","0.179","157","0.149","126","0.12","577","0.548","0.483",NA,NA,NA
"1153","25Q029","40.778601","-73.843187","11356","Partially Accessible","25","QUEENS","P.S. 029 Queens","2018-19","703","36","106","115","102","114","116","114","0","0","0","0","0","0","0","337","0.479","366","0.521","181","0.257","10","0.014","442","0.629","3","0.004","67","0.095","123","0.175","196","0.279","578","0.822","0.697","P.S. 29 Queens",NA,NA
"1154","25Q032","40.764763","-73.794683","11358","Not Accessible","25","QUEENS","P.S. 032 State Street","2018-19","994","35","173","159","174","154","164","135","0","0","0","0","0","0","0","509","0.512","485","0.488","694","0.698","7","0.007","174","0.175","28","0.028","91","0.092","112","0.113","141","0.142","640","0.644","0.535","P.S. 32 State Street",NA,NA
